endpoint1,endpoint2
109,1009
619,1726
53,902
1093,1657
641,1704
971,1213
468,625
62,1132
1059,1817
424,1333
650,1294
148,589
234,757
804,1636
759,1926
705,1586
608,1472
50,342
570,1814
32,1259
985,1141
692,1692
924,1638
53,655
511,1333
259,1832
323,1617
1180,1185
689,1367
281,700
1069,1163
1436,1500
804,990
21,1362
890,1042
532,1717
1596,1914
293,1357
629,1204
127,742
371,1497
1137,1899
494,1522
999,1308
782,1043
144,1769
574,1371
1211,1294
953,1561
1286,1997
799,1664
312,528
1182,1831
1077,1257
1131,1638
1309,1872
35,1608
588,672
628,1596
1082,1823
1820,1899
1402,1438
912,952
339,1576
232,1844
298,314
1847,1898
1148,1354
740,741
1149,1911
220,802
129,1757
667,740
89,1569
309,413
68,1044
453,1454
314,1657
993,1953
661,1795
138,1412
1796,1934
939,1150
324,1855
650,972
341,350
674,993
231,1547
1066,1933
1,518
942,1398
1107,1740
676,1474
189,639
1197,1550
1551,1748
170,1951
1018,1674
882,1025
280,1627
211,698
1331,1976
41,762
831,1734
927,1513
542,1329
890,1498
181,1749
1523,1635
1198,1991
1168,1724
190,1570
135,1380
373,1881
621,707
1449,1477
1313,1689
18,1799
1415,1509
147,962
1784,1969
1126,1844
1182,1999
751,1790
138,1872
252,1594
65,284
109,126
215,1599
693,752
1610,1829
95,1498
187,1015
13,1713
155,966
323,1548
835,958
1566,1818
406,961
572,824
308,1326
451,1761
226,1755
946,1521
892,1577
644,1160
234,1811
926,990
340,1999
997,1545
480,1727
18,1055
1558,1707
1206,1844
1301,1901
12,1376
1025,1642
534,1393
204,1021
1315,1805
386,1509
772,1424
296,1603
319,1399
964,1234
578,1011
599,742
429,1546
1188,1552
58,634
71,1125
41,677
237,1211
883,1694
1679,1805
471,1949
1336,1757
245,1637
97,1210
668,1626
1068,1661
320,490
360,1525
740,921
551,1543
828,1079
419,1682
1326,1685
36,973
165,1711
1210,1839
801,1158
30,337
164,805
675,711
1045,1947
416,1535
264,1065
1048,1998
121,1726
591,1669
425,1794
450,1152
954,988
432,1363
421,883
870,1787
273,1026
1670,1892
571,1033
717,782
59,854
568,1290
476,1441
312,1997
822,1968
722,1904
1057,1177
31,1591
1123,1883
519,1222
1009,1575
26,1892
516,1110
1657,1658
452,968
1064,1227
876,1343
1113,1598
439,1006
307,1071
270,1723
335,882
23,1977
331,1582
698,1787
337,928
595,1960
195,461
526,528
560,1138
941,1971
557,961
234,656
73,171
800,1739
1293,1674
1139,1993
1451,1458
995,1804
794,1913
3,604
642,1443
1155,1867
199,250
34,1315
1398,1862
652,1984
270,1629
606,987
828,1225
777,1423
301,705
675,1769
266,1236
790,1533
67,1031
323,822
1008,1813
861,1487
234,921
873,1164
279,1540
1299,1375
1446,1447
1293,1629
100,377
308,1224
1710,1977
904,1065
664,1987
333,1153
16,1554
1504,1671
504,1081
214,1398
123,1211
8,925
196,1174
1499,1560
75,575
501,1498
1033,1451
33,1019
154,890
1294,1756
1045,1845
128,488
1208,1959
892,1925
132,1539
535,770
540,1984
1045,1208
534,1218
789,817
860,1326
1947,1979
341,1816
779,1938
251,1025
219,1087
342,1446
311,1608
475,1770
1533,1952
758,1242
1440,1609
375,1574
812,865
1712,1901
825,1236
549,1074
368,853
149,369
715,1447
351,550
796,1985
224,726
1119,1631
631,1357
963,1119
469,578
143,685
1445,1581
774,1631
77,1273
133,1657
1243,1461
458,711
346,1936
78,986
944,1690
1085,1745
515,1645
69,1768
18,954
422,903
382,1978
132,1128
170,1133
99,1873
747,1136
1197,1711
1042,1667
581,1707
1393,1549
980,1145
1243,1767
1464,1790
677,1837
28,696
179,975
673,1176
977,1732
487,1742
280,1202
1544,1864
768,1736
1502,1653
796,803
1133,1634
353,1573
1091,1912
1432,1924
29,1689
609,1084
632,1528
1569,1802
796,1151
831,1121
1168,1987
1139,1990
26,934
28,754
1092,1103
236,1086
320,1874
1173,1836
247,763
373,1318
1732,1973
29,615
1652,1955
148,1750
1025,1720
37,1312
1094,1382
466,544
419,1864
1818,1897
790,1535
835,1699
626,1952
623,1155
515,1742
429,1578
442,761
610,824
1358,1693
740,1202
87,1028
1379,1989
343,1594
710,1602
876,1434
49,740
33,1385
1020,1368
1148,1224
70,1389
352,380
399,1536
1893,1906
76,1646
707,794
146,688
1270,1448
1854,1991
808,1789
560,1001
1327,1769
716,1822
1505,1534
215,768
498,757
557,1402
666,813
1192,1211
16,282
43,1871
1206,1633
528,1301
165,1984
124,1711
375,916
161,1603
734,794
844,1905
329,1944
720,1933
105,860
328,1433
5,426
1558,1965
580,973
479,1940
40,427
1615,1703
1130,1923
398,1159
518,1569
928,1918
997,1106
825,1116
1150,1213
424,1724
1324,1818
447,1425
281,1034
874,1670
1412,1891
909,1102
518,1751
1509,1751
437,1313
359,1731
1064,1893
201,1096
775,1584
7,52
12,513
619,1708
1274,1534
587,1545
588,1436
1764,1775
529,806
341,622
187,1924
328,1995
545,1759
182,1327
877,1878
599,1961
844,1240
870,1485
1060,1585
649,1028
305,1112
1255,1646
746,842
235,1831
393,1610
313,692
1402,1448
23,1138
525,536
491,720
458,1113
957,1355
611,1285
205,439
584,1621
395,1395
838,1195
260,1432
429,1547
14,134
798,1722
889,1592
423,1115
392,1303
522,935
1033,1605
1302,1877
923,1917
0,554
523,1210
287,501
485,600
670,1290
42,1927
1373,1586
1355,1983
665,754
297,515
356,999
632,1358
306,1737
665,1980
369,1135
901,1203
563,1195
606,1501
368,1590
1528,1952
39,570
308,510
747,1347
656,1282
580,1436
1105,1487
666,1194
749,812
200,1653
353,526
297,459
1291,1659
98,1460
469,956
366,1446
1391,1659
169,1636
270,662
114,440
1495,1577
892,1037
205,930
457,1600
1544,1950
47,1818
935,1180
75,1241
356,517
1221,1425
356,1467
507,1797
473,1577
78,869
273,874
1450,1935
629,1161
13,1884
1225,1671
1141,1160
1634,1909
261,991
1259,1923
741,1586
242,673
1150,1583
436,1315
163,425
125,762
1385,1798
647,1918
1449,1926
967,1716
1077,1345
347,1414
721,1216
790,1015
1160,1286
1057,1768
1005,1767
1504,1784
346,375
132,375
761,1327
401,1720
904,1507
244,1668
57,1814
428,1043
704,1083
525,1234
1350,1650
699,1688
12,1277
586,1793
1296,1778
794,878
672,818
654,1920
874,1521
45,1921
107,893
1237,1298
106,1597
1056,1730
300,1126
1136,1210
583,1904
482,1206
582,1484
247,1243
960,1851
324,1135
283,438
903,1884
223,454
189,1314
898,1743
737,1874
1213,1917
881,1122
34,730
73,1320
1103,1622
1480,1495
459,637
50,1498
111,1938
118,1602
378,1846
673,1374
881,1593
645,1695
1110,1832
588,1281
344,535
1482,1651
148,1448
895,1500
201,1948
1189,1452
457,1217
395,1831
200,1264
726,1216
1835,1975
408,577
1018,1350
258,1933
680,1800
764,902
157,999
523,1213
1709,1816
380,487
260,1382
1687,1961
27,1797
582,1777
1565,1593
1315,1614
974,1726
67,1295
372,856
507,984
848,1311
41,1077
923,1048
391,846
23,810
251,1889
418,1057
1241,1884
1107,1423
1305,1411
518,1341
678,1730
736,835
43,817
724,1902
68,270
1537,1885
371,1301
202,1536
254,1585
359,389
1475,1991
1130,1384
1072,1768
221,711
1243,1562
1193,1992
1622,1755
424,1650
1772,1793
716,950
1596,1740
461,1744
1387,1901
621,1622
532,672
84,519
1610,1782
604,1569
574,644
1053,1510
1464,1990
17,790
727,1503
1647,1696
728,1026
162,1324
1209,1326
629,712
434,1617
249,1011
168,618
189,455
25,1362
1641,1832
850,1301
114,1602
79,516
1233,1675
948,1834
29,1250
1259,1789
766,1338
920,1031
111,1454
452,616
856,1691
1373,1917
229,936
53,211
97,240
676,1198
585,1886
554,754
1007,1273
79,1163
7,1602
929,1671
267,1268
1486,1647
1389,1637
1160,1443
140,1280
167,1039
119,159
417,1287
1617,1661
569,749
1306,1999
191,910
423,1292
285,1277
817,1931
200,1327
1440,1475
769,1187
794,1438
35,864
473,1706
29,239
880,1119
1534,1833
264,542
64,1091
37,1218
1225,1381
318,595
1080,1113
978,1100
31,1151
999,1530
516,747
361,1726
1262,1615
416,1983
482,983
521,1343
1306,1438
1341,1972
409,428
518,1415
1419,1698
832,914
1163,1798
398,557
952,1243
440,1759
943,1911
1565,1816
676,1109
477,816
1597,1790
101,566
42,237
307,1317
1313,1640
73,719
655,1762
1423,1573
1042,1466
1346,1552
869,1192
581,1132
330,549
989,1578
138,538
382,496
912,1741
596,1467
695,995
1597,1626
494,525
1531,1546
343,1180
483,1461
205,565
286,329
1617,1816
212,809
1279,1351
1745,1799
188,820
614,1705
994,1254
139,969
1071,1336
1261,1632
710,1709
193,1862
213,1315
1565,1960
173,1397
409,1951
1501,1669
352,1040
1834,1964
537,1752
708,835
1447,1755
977,981
1097,1622
647,1839
951,1255
10,371
427,1046
1515,1676
1540,1708
471,1304
1372,1403
118,1202
1032,1249
951,1253
933,1268
806,1831
430,892
408,1710
1531,1687
228,1253
1281,1323
495,970
846,1031
623,1453
752,860
1127,1606
938,997
523,1415
105,649
123,391
744,1935
15,1229
1494,1710
277,1599
491,1781
1320,1546
382,1292
1620,1704
582,1263
1580,1652
5,1817
1166,1933
1327,1411
296,571
1348,1484
1203,1879
179,793
388,860
340,1267
804,850
49,1406
1633,1997
437,1147
1461,1802
629,668
527,1969
1032,1787
291,896
743,1088
49,1009
497,1243
902,1094
282,1214
62,1728
1133,1293
1146,1544
621,1350
337,775
924,1957
1263,1579
448,866
724,1618
81,1315
1635,1896
106,1081
82,231
891,1018
656,1481
1046,1775
304,388
710,1734
1031,1695
1058,1085
1022,1661
913,1180
868,1552
1516,1840
350,727
70,1716
94,1671
524,1052
635,1383
1436,1567
1330,1939
200,853
685,1404
223,372
86,539
347,590
84,1741
630,1747
1002,1975
967,1035
944,951
328,891
610,1699
842,1947
1139,1908
41,256
1669,1720
204,1993
70,1278
907,1436
1045,1297
490,503
200,942
1114,1805
450,1671
21,722
1112,1913
1287,1536
249,1641
403,750
1123,1128
293,1270
334,1574
400,982
67,1592
324,368
947,1227
1615,1964
257,775
628,1912
204,393
1211,1317
439,1327
545,1203
510,1999
154,1944
375,1099
1769,1936
1378,1840
764,904
570,674
89,1321
581,1007
1779,1836
1384,1821
306,934
98,1604
755,1652
1170,1583
867,1392
574,1087
215,1404
752,1470
1513,1780
237,431
85,496
560,711
587,1069
720,896
618,1665
878,1273
1024,1443
1606,1783
268,622
933,1145
226,1011
710,1537
440,921
1385,1969
173,527
659,996
730,1073
341,1142
699,1842
372,1471
8,766
29,811
662,941
185,219
1744,1841
376,1986
1332,1939
1594,1892
1524,1741
72,1955
741,1897
1431,1501
183,1364
1141,1620
136,1587
116,1173
1325,1865
488,1169
593,1950
530,843
136,203
674,897
71,858
165,1737
907,1587
868,946
26,593
774,971
437,1031
432,1435
175,402
594,1578
679,707
311,468
850,1187
1186,1853
265,662
1221,1921
977,1823
1152,1609
388,506
461,1474
1033,1631
1491,1941
771,1632
1029,1755
179,1578
796,1763
1575,1846
1186,1707
627,1298
148,794
633,1945
481,654
1456,1861
68,1961
1258,1652
1310,1331
138,1346
1156,1401
956,1891
738,1691
132,615
104,1954
25,361
163,508
302,647
12,469
1389,1780
40,55
737,1306
642,1318
482,1752
14,25
1446,1881
294,649
1066,1282
510,1939
78,1672
418,1837
346,1699
1313,1766
329,722
1161,1549
368,944
478,1354
889,1908
406,890
102,504
994,1904
181,1345
360,1576
917,1357
106,1390
476,794
578,1616
116,962
284,1969
1187,1709
586,998
314,1748
944,1725
1062,1319
557,1776
146,1442
54,1215
98,1254
22,1621
565,1228
748,853
130,1982
48,949
650,1719
649,830
228,1321
40,1104
136,228
567,1668
1253,1760
1434,1611
917,1305
624,723
482,1780
171,1186
51,1062
310,1362
498,990
1536,1872
1675,1954
257,994
749,1193
1406,1643
367,1807
1418,1920
165,731
1205,1602
789,880
352,1978
327,1602
559,795
390,1458
24,216
320,1146
149,563
1188,1787
249,506
1815,1913
423,1128
1052,1403
168,1453
207,1560
123,1962
144,1646
146,1301
522,1477
1621,1788
551,1992
814,1962
160,202
636,1518
912,1318
938,1656
1207,1950
885,1870
1351,1882
806,930
460,1553
352,1237
280,1529
1036,1661
356,1282
682,1799
84,1248
1438,1648
578,1237
66,1879
1135,1521
106,232
1645,1649
508,1563
151,413
1360,1588
145,1983
1767,1960
712,926
430,536
858,1513
249,1911
476,1193
331,554
604,778
34,805
1155,1977
634,948
1084,1457
22,113
1778,1819
934,1876
203,745
476,1394
760,837
800,1756
594,1535
725,1094
443,1217
982,1027
747,1846
657,817
1219,1563
18,676
135,443
260,886
249,1099
1444,1924
53,853
1442,1819
1203,1623
54,1843
1025,1329
48,634
1866,1916
1254,1881
323,1045
411,1821
360,1973
1170,1753
1621,1781
358,1704
153,1383
733,1638
1083,1504
1272,1318
873,1781
7,242
1073,1199
1011,1819
676,1444
556,1826
343,1388
83,1712
921,1737
853,1601
121,873
901,1468
118,771
424,1770
309,994
1100,1894
1531,1971
502,1629
492,989
1122,1579
1213,1620
1141,1482
726,1087
1431,1551
860,1818
1056,1286
788,1535
1530,1888
1280,1667
140,944
338,908
692,1793
291,1631
297,574
170,812
1289,1600
546,1670
42,723
1255,1376
796,1219
29,1157
778,1031
133,430
114,1218
409,531
343,1611
431,1695
582,1713
1249,1625
630,646
533,1958
943,1053
300,1053
532,1903
713,1952
518,1783
1238,1754
682,842
1072,1221
1085,1209
1837,1853
69,1591
406,536
1429,1941
1877,1938
562,1411
739,1686
69,1444
1421,1871
80,457
1518,1606
1089,1270
684,1162
1828,1896
829,1207
178,1670
1082,1848
492,1037
694,1986
367,1822
166,1260
310,490
560,601
1342,1857
6,1013
23,1204
1376,1972
452,1867
1203,1295
69,967
220,462
94,887
172,899
571,1387
748,1251
692,1420
134,610
952,1511
64,686
859,1233
478,1611
686,1590
475,829
429,1376
986,1216
392,1453
78,1979
677,1680
961,1974
632,1287
473,518
97,794
834,1238
787,1824
350,1469
911,1893
1147,1336
1180,1598
238,1234
443,918
655,1529
198,989
65,454
1552,1830
879,1964
292,488
793,1948
318,1195
471,480
1479,1829
439,1741
2,349
442,1578
98,391
341,1466
177,438
105,1809
289,705
604,1691
856,1432
112,1618
707,1326
443,1743
1363,1817
53,1957
43,962
503,1110
361,1039
915,1486
1702,1957
632,1811
209,479
87,1297
1023,1188
758,1674
61,472
424,1935
1386,1803
40,1386
666,1681
345,609
777,879
524,618
410,633
1681,1832
33,1517
611,1746
486,1295
1169,1548
1426,1962
259,1179
1123,1749
1198,1520
845,1736
9,525
790,1491
482,1620
982,1917
983,1255
1570,1615
310,1480
1007,1734
293,1937
768,823
1764,1803
688,830
1493,1719
1461,1919
558,1430
38,582
1262,1658
388,885
384,843
1035,1685
286,1204
567,1153
973,1674
796,1446
897,1499
938,1367
882,1054
452,1427
933,1517
808,1738
1301,1395
422,1386
340,662
891,1707
394,1144
915,1741
977,1642
1179,1544
1378,1549
114,1863
758,1639
1433,1582
201,1480
567,783
1257,1336
838,1158
1242,1895
7,1196
170,461
1335,1674
1174,1542
231,895
1079,1275
436,648
1494,1855
77,997
393,462
237,1906
705,1076
387,1250
417,916
577,1787
387,811
1686,1834
817,986
983,1037
534,1976
110,420
236,1590
1150,1712
39,777
210,1997
75,566
642,1905
322,635
307,552
265,702
421,906
86,1301
1139,1454
1510,1982
85,772
973,1687
163,1852
126,606
862,1867
431,1831
744,1370
6,1967
198,1726
1066,1165
93,1640
616,1515
907,985
832,1322
1393,1395
464,1544
66,1399
853,909
387,479
771,1418
986,1526
1195,1376
239,667
528,1806
223,625
435,649
924,1436
152,1460
80,1513
508,1296
1028,1581
1425,1628
1141,1197
21,1466
103,460
511,1106
662,1170
533,1346
1522,1950
589,1677
716,1209
1095,1677
313,1924
1563,1827
1050,1761
1198,1568
455,1796
410,1304
976,1637
1396,1917
1313,1890
111,1675
274,915
760,944
374,1466
256,1939
250,1971
1107,1496
56,1936
220,1963
273,1806
362,1116
137,1149
117,1120
80,166
878,1201
79,1704
216,975
835,1490
346,751
829,1194
445,1247
938,967
152,391
1323,1977
162,599
904,1225
90,993
1073,1294
748,1444
1617,1758
1865,1896
1631,1946
1100,1114
661,1758
971,1226
31,204
5,1033
1436,1654
983,1859
675,1287
514,1393
15,1053
841,893
241,271
526,955
1273,1637
33,1162
485,1011
1130,1780
1667,1732
1160,1313
840,1276
1235,1780
489,877
736,1374
354,617
822,1468
1338,1750
4,1026
475,1918
807,1850
1218,1815
1248,1886
701,1016
907,1321
513,1294
182,1491
1185,1461
576,1048
1626,1636
1865,1877
924,1482
285,1271
237,856
1794,1984
1079,1296
1240,1977
122,775
1179,1481
917,1562
260,1174
349,636
529,1801
409,1546
896,1097
382,1315
1142,1846
254,294
710,1392
617,807
353,1660
991,1011
270,1983
481,494
441,1103
251,1158
847,1892
1004,1857
255,1339
275,916
325,904
406,1880
416,853
1406,1686
374,1202
1289,1379
106,601
181,1743
575,891
243,731
370,1259
417,1024
84,1395
1020,1365
18,1572
575,1760
789,1448
970,1843
595,1404
951,1220
27,139
611,1140
1053,1829
1711,1963
638,758
739,1043
13,1797
1053,1236
431,1601
730,1433
1187,1227
915,1297
26,97
394,641
48,1351
833,1363
1403,1776
1151,1754
804,1559
1143,1810
1226,1744
642,1160
841,1979
923,1297
417,1630
1434,1532
213,1063
1129,1573
1673,1933
960,1691
352,1744
691,846
131,1252
464,1651
222,1289
782,1904
975,1496
79,140
1201,1994
535,1295
1165,1353
1770,1805
1053,1931
638,1896
150,1445
1096,1221
1480,1622
162,935
144,881
790,1221
178,1312
209,698
1374,1682
181,1050
1618,1886
1528,1573
214,1310
154,330
1121,1804
692,1364
863,1312
1355,1726
604,1044
1309,1879
1441,1701
560,1892
420,1910
466,1205
319,1050
255,405
75,1929
190,1284
1056,1233
116,1167
921,1498
1135,1766
109,1266
1168,1662
1693,1813
1148,1842
1018,1654
489,1544
1206,1362
584,1769
1173,1755
1517,1819
1106,1936
909,1703
777,1953
684,1067
1366,1716
446,1800
730,1157
244,515
18,1242
135,1848
471,1636
399,1459
280,1795
994,1559
663,1262
520,1013
574,1788
101,1310
182,713
268,1329
1162,1746
418,546
919,1831
112,261
248,931
5,1119
553,1951
1159,1471
1576,1807
308,604
125,438
107,670
577,1889
889,1192
125,1687
383,604
386,572
451,858
335,528
925,1709
335,1413
1254,1813
825,1399
496,1842
541,1306
652,906
717,876
1173,1364
346,1533
1640,1857
1675,1918
231,542
445,1744
888,1596
217,1414
276,1882
100,912
121,506
298,995
540,1634
1495,1948
1545,1642
372,394
1340,1793
763,1965
264,905
441,583
837,1288
1007,1764
1638,1729
798,1027
315,381
740,1455
1330,1437
15,1709
694,1141
1122,1726
468,649
1143,1899
620,1839
396,1003
797,1229
357,430
816,1900
340,1893
768,1823
673,753
672,752
296,1357
871,880
195,735
8,836
919,1083
400,1338
410,1605
312,511
818,1886
70,204
1480,1490
972,1131
625,1065
1026,1489
673,1095
474,1220
30,1629
1429,1909
1060,1415
1496,1716
1123,1645
1206,1823
831,1666
191,1968
7,1297
867,1894
491,1164
955,1807
505,1943
77,1642
152,508
142,364
659,861
435,1253
250,1354
131,243
259,730
1272,1790
102,228
907,1238
502,1317
495,1185
522,624
79,1478
27,426
1732,1893
179,1148
1155,1613
1633,1704
1511,1677
1565,1950
1113,1749
323,839
433,1763
821,1898
1479,1764
185,188
464,1158
166,674
327,1179
1374,1689
387,886
209,656
722,1450
250,1079
920,1757
265,830
1028,1317
754,1534
105,357
486,846
1673,1785
182,1151
745,1035
1762,1829
1134,1231
1558,1740
251,1054
1111,1143
1159,1388
65,1996
1346,1639
293,774
39,1993
154,1447
463,643
635,1850
906,1803
1369,1634
1721,1902
1,1011
105,240
673,799
1682,1847
1134,1317
161,947
33,1762
854,1286
1288,1897
264,759
1074,1128
1257,1524
138,1202
775,1040
247,267
655,1612
1512,1733
543,1119
1074,1386
1075,1366
1157,1868
1489,1858
266,1565
258,731
557,1485
422,1491
1340,1832
169,955
36,1390
1513,1761
408,1666
167,264
1743,1952
563,1445
912,1231
1017,1115
483,1313
1765,1893
465,468
317,1703
15,1562
1145,1259
649,1719
70,1964
300,472
136,1782
893,1343
354,1660
6,1631
671,1374
904,1204
45,329
1212,1645
367,903
359,1317
1038,1568
1093,1784
1300,1525
1070,1087
356,690
280,1843
1530,1956
784,1260
41,1843
410,1619
154,1975
804,1360
866,1039
947,992
1613,1871
887,1999
470,1297
215,264
182,244
1644,1771
341,1239
1159,1549
247,1494
661,1282
612,1587
1557,1952
552,859
412,1579
196,514
682,1209
1264,1598
1012,1877
1169,1859
1027,1705
495,1307
566,961
769,1411
1050,1554
966,1701
153,826
492,1044
35,1262
1864,1932
1433,1635
1548,1705
234,253
30,110
29,1138
1163,1747
1483,1689
1023,1097
1130,1258
909,1387
990,1918
239,524
724,792
757,1414
392,1812
706,1063
924,972
387,1960
1165,1310
610,1262
977,1158
564,1319
433,731
963,1644
604,1858
148,1968
102,1828
1408,1615
4,303
351,610
964,1300
283,1487
565,741
914,1327
1286,1349
109,233
74,1206
175,1483
654,1947
1535,1888
1142,1493
545,1146
278,993
26,794
114,1112
217,688
253,705
1802,1945
556,797
433,1590
355,1806
141,289
551,976
971,1092
712,1205
206,1428
90,1684
835,1681
317,1499
1108,1700
301,1163
501,802
170,1147
1669,1682
38,1001
724,1433
645,1826
93,532
221,550
711,761
179,492
0,158
541,1714
362,1189
52,1068
151,876
219,230
731,1806
592,970
180,901
145,1649
685,1925
428,1115
1222,1358
66,322
125,145
833,994
504,1586
600,1599
190,1263
140,713
251,1498
137,977
181,1967
1271,1425
1611,1691
20,68
1329,1982
615,1026
403,1663
1195,1820
641,1165
513,642
642,766
50,1406
379,1036
281,507
469,1866
596,1997
312,1313
1040,1622
1027,1358
1331,1510
1036,1423
1646,1892
1436,1582
482,1679
1496,1993
1207,1706
661,1481
791,1399
257,1870
27,1499
19,1939
1291,1975
330,782
263,1877
329,1370
62,220
1062,1217
321,541
772,1106
1443,1738
320,1564
1014,1180
189,293
658,1260
347,1870
1410,1807
482,806
1065,1699
443,1189
425,487
645,1125
1264,1836
692,1314
85,1283
1107,1213
1105,1889
552,1663
541,746
965,1990
14,277
361,1209
441,1079
597,959
486,1133
13,196
90,1134
735,1283
776,1581
821,1965
80,1046
735,1297
644,1606
842,1846
941,1917
884,1211
1173,1372
363,870
583,689
135,763
1686,1982
685,1830
219,833
477,1268
308,1769
233,715
574,758
1453,1826
1947,1949
53,1152
1022,1242
83,948
311,1431
168,866
1145,1944
1197,1510
805,1364
1104,1745
1351,1431
1305,1753
1383,1704
1074,1539
869,1137
1053,1412
1407,1857
601,1248
272,495
138,1014
255,1466
750,1650
1115,1785
497,999
248,1491
1390,1920
319,1549
530,688
1803,1984
1611,1974
413,1370
578,1292
40,1457
361,660
1037,1720
659,1034
345,1799
488,586
546,941
821,1446
370,1939
1121,1785
305,988
282,394
785,1544
1001,1086
439,820
1373,1782
836,936
117,659
330,1083
52,58
1265,1421
131,472
184,1553
88,615
215,1537
320,361
1394,1479
137,1857
1499,1622
1003,1710
493,1452
375,875
1052,1371
1491,1880
841,971
623,1600
966,1743
727,1986
66,1105
1037,1807
921,1877
160,904
112,271
1357,1404
625,1323
224,1553
791,1791
891,1701
1269,1377
489,1097
1626,1719
551,963
1249,1775
637,1424
943,1326
450,1082
754,1145
481,718
1140,1984
1064,1581
1163,1272
23,540
161,1911
530,1216
1123,1154
1288,1477
624,1923
1096,1403
1410,1797
365,1919
302,1675
112,232
88,1005
244,960
450,779
166,1499
1155,1392
316,458
798,1611
841,1507
672,1856
468,610
178,1665
427,1632
867,1389
922,1552
1498,1914
486,959
575,1506
1080,1184
1587,1998
901,1965
442,612
881,1768
1161,1957
589,1924
1433,1741
123,1992
12,1073
723,1398
523,878
1822,1909
226,929
230,960
360,816
1161,1226
519,1451
843,1947
361,911
1306,1355
1245,1915
48,1921
350,1444
870,1614
986,1495
611,858
138,1426
582,827
173,1337
95,725
1331,1879
803,1926
304,691
553,1426
548,1855
645,915
573,919
271,755
916,1743
141,1780
481,758
1354,1539
980,1260
517,903
233,1742
407,1563
1347,1585
373,795
254,806
431,998
332,1769
48,765
222,523
719,1484
148,1256
775,1362
1660,1934
309,646
147,1946
57,758
114,1860
433,1822
138,554
1016,1794
1308,1614
120,1686
624,752
972,1760
1671,1815
1848,1978
1643,1923
794,964
963,1867
1442,1879
808,953
808,1906
1046,1738
578,1462
125,1933
191,568
301,302
104,1850
188,1935
365,697
21,1346
574,1609
776,1953
700,884
215,1707
732,1337
444,1027
27,289
458,1719
231,1113
329,470
36,237
390,454
1516,1567
1374,1883
328,438
22,151
315,857
808,1468
89,1610
928,1140
840,1346
466,1335
855,1246
1502,1853
1847,1928
538,1413
28,1561
1490,1671
549,813
187,922
574,1232
193,1795
133,1800
836,1102
885,1773
522,1116
257,891
201,411
880,1349
1139,1184
1140,1939
37,758
1787,1879
1074,1410
1405,1744
108,1660
342,1104
670,1581
1191,1884
1040,1151
1137,1283
657,1466
53,1505
848,1741
372,423
878,1237
693,1757
202,1690
690,788
814,1734
433,831
971,1936
927,1826
284,1367
866,1903
303,1353
1168,1402
771,1524
701,1562
279,565
1140,1350
1507,1868
556,771
457,1500
938,1706
952,1699
1119,1525
195,1443
552,1353
388,1524
1450,1763
211,1777
470,1049
564,579
329,1809
569,1811
1418,1531
442,513
598,657
61,316
1208,1795
142,955
1648,1965
793,1269
244,1878
361,1188
1314,1958
1361,1697
866,1669
60,1627
166,1570
975,1057
117,1557
711,1788
184,274
604,1687
580,1523
708,1926
513,777
1062,1292
1611,1912
237,963
415,607
4,1736
69,724
102,861
211,1756
1150,1990
3,874
164,546
341,1689
1252,1753
342,1848
163,1807
999,1019
1014,1755
620,682
792,989
1580,1900
1726,1755
193,587
954,1707
970,1795
1037,1335
1523,1868
162,803
615,1311
236,866
924,1363
708,1493
988,1793
589,1133
895,951
1717,1803
929,1940
1800,1927
934,997
142,477
119,1276
79,1138
207,1763
95,438
286,460
655,1949
374,692
273,1556
721,1152
238,567
1242,1726
61,117
657,1336
1227,1832
136,682
884,1884
433,793
300,1207
1249,1367
1016,1467
45,772
136,1503
63,732
461,1773
380,1755
86,1444
1111,1815
295,967
318,452
885,1449
559,990
882,1946
343,1409
549,614
55,277
1071,1918
307,1798
318,865
519,691
178,1844
1138,1806
973,1125
848,1050
314,530
1133,1924
1173,1419
976,1506
230,1392
1319,1878
1134,1909
122,1610
433,1804
719,1619
1115,1219
1256,1796
1009,1985
869,1687
317,1568
651,1813
583,1462
579,1531
163,664
982,1118
1477,1551
266,1310
327,1261
983,1516
948,1682
986,1138
1143,1303
349,359
14,1730
435,1201
43,338
743,1359
912,1375
872,1518
884,1764
322,916
482,1828
884,1345
798,1805
1225,1793
971,1753
843,1352
458,1380
943,999
678,1800
551,1405
1605,1836
246,681
1782,1786
377,1547
1172,1722
234,1472
274,1077
1712,1886
347,535
988,1418
1449,1875
1136,1418
730,1392
1722,1968
245,617
688,1321
696,1015
1155,1430
584,1378
68,640
692,1654
1564,1868
662,1826
1291,1597
138,282
132,1664
659,1983
228,1039
1303,1549
173,1138
1082,1755
1220,1729
1565,1767
794,1994
762,1581
576,1392
480,901
407,1696
234,832
840,1137
288,1404
1237,1727
248,344
1303,1604
1348,1568
286,1806
1111,1921
956,1730
649,727
376,854
819,1660
985,1225
330,775
84,454
129,988
1329,1439
164,701
1465,1839
1179,1210
620,1499
298,1236
1064,1195
396,546
1525,1644
1423,1434
1087,1557
703,1331
471,1100
126,881
792,1569
401,1128
796,1352
81,1221
575,1797
225,236
90,1828
687,1282
469,1776
70,955
40,455
339,716
490,1205
75,502
1112,1183
214,1857
251,1589
1289,1967
755,759
356,1296
790,962
312,584
588,1210
107,853
1224,1593
401,1320
810,1862
460,722
639,1240
614,1244
469,1705
906,1774
