endpoint1,endpoint2
190,1313
385,477
372,903
491,971
891,1326
887,1006
81,930
702,1115
963,1479
437,1471
140,488
1669,1889
287,1936
243,1077
366,450
116,773
218,589
1121,1455
1184,1440
1643,1876
448,877
10,983
349,1219
1024,1353
1591,1806
546,1952
266,1288
1288,1778
545,1992
714,1149
353,377
478,1891
986,1812
612,799
1192,1757
972,1210
353,850
276,1827
474,943
1115,1938
204,396
265,870
362,502
133,1522
814,1467
805,1305
1640,1801
49,831
49,105
299,551
677,1003
341,859
260,1077
1228,1384
258,1348
1417,1733
38,1581
353,979
938,1972
1511,1860
190,352
483,1366
150,1000
359,1996
639,934
390,1273
1497,1879
945,1539
1013,1752
46,946
195,1853
1067,1657
1087,1973
133,1056
735,1895
152,801
1463,1752
251,1461
1095,1231
1044,1775
535,1166
451,1929
328,1379
628,1685
1183,1254
418,1971
960,1642
1118,1783
440,894
834,1645
1569,1706
1332,1906
332,1307
1346,1573
379,1604
417,1293
520,1656
1545,1804
148,1639
394,1406
715,786
1270,1560
248,1414
161,1738
1008,1945
4,191
4,1335
1041,1898
961,1216
48,553
402,1446
68,581
236,1854
751,1349
198,1322
418,1785
802,1448
388,1698
1369,1771
735,1986
404,1599
121,307
295,1533
109,715
16,370
1576,1797
499,867
882,1603
645,1804
464,1725
327,1860
634,1496
157,825
1632,1827
84,1927
352,1435
62,182
832,1180
1355,1630
674,942
457,1285
799,1043
1513,1633
383,1829
463,1842
68,435
327,866
1096,1440
475,1897
228,1196
1719,1749
1265,1356
507,1027
1729,1897
266,1516
602,1867
4,1512
307,1722
593,884
822,1362
142,1746
1100,1476
533,1165
923,938
407,1151
525,1566
1197,1565
1137,1638
232,894
1824,1838
1223,1714
446,1274
222,809
659,1146
141,148
1435,1693
1048,1050
867,1955
489,1478
272,530
559,588
1195,1580
159,302
431,684
1058,1750
1403,1722
951,1227
307,1828
77,438
475,1065
670,1295
567,1025
413,1246
364,519
848,1851
160,378
34,1679
865,981
1314,1343
817,1452
734,779
1252,1381
318,1563
1478,1656
1070,1111
1582,1913
1277,1977
406,608
867,1198
836,1746
885,1211
127,995
927,980
226,474
637,1860
721,759
1048,1742
1060,1574
757,1593
622,1573
154,1538
572,1533
1127,1707
803,1391
117,1034
344,346
1070,1526
568,1176
405,846
351,407
226,1451
757,1594
875,1366
343,1809
416,509
351,1222
292,1668
1124,1616
370,1235
1558,1733
755,1113
911,1383
219,1229
1326,1859
1317,1945
561,628
430,1764
1166,1619
1048,1715
87,648
830,1576
715,1395
1692,1934
971,1311
158,498
223,1073
655,1983
306,559
1154,1988
867,1110
1517,1720
208,323
1586,1808
343,353
1274,1479
985,1039
198,1148
373,746
91,213
73,1270
300,304
300,1844
260,1185
203,1576
621,1662
447,512
451,646
58,441
366,942
1713,1999
538,1690
378,1149
756,1077
1186,1426
216,590
236,1047
677,1637
1146,1817
968,1590
670,1352
219,1800
707,1245
45,1343
1092,1261
206,1690
815,1298
126,1428
168,1742
569,1352
977,1953
1449,1566
1716,1906
543,807
642,1160
919,1953
1499,1886
67,1350
1008,1890
321,1606
280,984
71,1600
11,663
1051,1291
1376,1729
137,975
16,1956
1011,1790
293,850
1084,1196
1135,1287
305,1932
1026,1257
1081,1396
547,1134
229,553
1189,1974
544,1521
175,1654
1024,1128
241,1111
872,1691
1247,1368
694,1318
1673,1908
853,994
456,1925
1244,1461
512,1068
1907,1945
1003,1077
96,221
432,1583
537,1236
409,1550
63,1547
617,1226
232,936
1059,1578
1854,1887
1047,1409
309,1197
188,1976
78,231
596,1998
477,1376
149,1515
674,1885
1362,1807
1386,1577
329,1914
985,1212
216,1114
861,1863
902,1401
1593,1594
656,1808
1383,1429
1393,1992
565,1169
303,1905
510,1382
204,317
4,930
656,1179
935,1967
81,469
1082,1669
157,1069
441,974
876,1376
200,1003
242,1044
910,1689
187,1732
1620,1802
1536,1623
1565,1717
1178,1325
1567,1884
535,1946
462,809
243,426
441,855
490,1514
127,142
255,898
18,1730
528,1505
107,740
49,72
612,989
299,1455
492,1512
703,1168
111,1073
293,1899
1590,1655
577,1539
834,1603
1062,1333
199,477
113,1484
299,465
727,1728
416,1314
447,1757
276,558
1186,1717
1494,1806
41,611
565,1219
1005,1234
279,724
285,1103
428,1671
919,1733
640,1612
1310,1594
178,1523
1297,1509
412,685
989,1973
534,1697
928,1516
497,1597
1452,1600
457,510
156,1623
227,470
951,1060
100,1040
1193,1431
97,257
641,1519
249,1771
129,1170
1455,1730
1066,1473
36,1288
771,870
1524,1644
762,953
65,1429
750,1845
350,1191
309,864
486,1005
71,1387
510,1077
528,1166
101,955
781,1613
1417,1695
550,1858
1366,1640
92,798
258,1114
788,956
1064,1771
41,1318
1384,1797
748,996
877,1234
756,1697
270,879
199,1147
1293,1399
1528,1865
643,1165
1366,1852
373,1943
161,1256
40,89
113,290
350,1579
83,344
1126,1244
735,1419
886,1027
428,455
833,1416
504,1921
614,1867
1246,1347
684,1000
429,1352
707,926
305,1037
255,398
497,1934
1700,1908
15,1295
1553,1811
335,790
552,1433
1018,1155
163,1421
1618,1820
752,1057
41,1501
647,898
1112,1211
657,852
102,1155
55,392
1188,1206
446,1699
1380,1485
65,1755
628,748
523,544
1312,1752
1440,1740
687,1082
1078,1106
991,1296
1083,1851
553,1930
117,1887
68,733
124,225
1234,1392
625,1695
277,1492
1182,1812
120,216
1174,1218
235,723
670,834
1184,1646
1158,1255
907,1686
95,1433
297,1339
1240,1470
995,1386
69,1490
993,1798
897,1350
30,456
10,281
151,1301
1140,1998
1601,1734
697,1128
135,1993
101,503
307,1840
200,643
703,1962
387,1654
33,1151
995,1050
226,245
950,1409
611,743
729,1899
1550,1978
1513,1622
32,1505
651,1368
758,794
1287,1986
940,1501
381,767
153,883
404,1939
1148,1453
424,1156
616,1399
43,1486
652,1277
207,989
1223,1612
1465,1733
402,1607
824,1319
953,1950
65,264
1306,1354
853,1184
458,1644
800,1338
1124,1769
144,1859
101,144
81,1871
856,1620
1110,1852
1,1050
742,1818
1011,1759
1332,1819
505,1979
62,1967
667,721
196,1967
22,169
603,1876
314,772
711,1454
452,1965
52,1486
876,1048
69,787
1268,1568
220,225
876,1574
156,1819
856,928
391,1914
242,451
604,1236
903,1957
883,1884
307,656
1154,1344
139,264
602,1403
603,1008
99,1224
259,1117
575,1810
297,1037
665,888
1304,1427
332,453
519,1977
1,1229
575,989
37,400
474,1482
107,769
120,1925
1127,1721
381,1844
1189,1509
1413,1467
4,914
1272,1903
619,1472
86,536
1009,1218
387,1118
1063,1390
644,1453
539,550
222,1279
116,1119
744,1379
26,1717
309,1666
69,373
57,407
186,981
388,436
968,1560
825,1515
250,877
1122,1462
1102,1979
243,1194
1449,1911
411,953
483,1941
320,692
78,1127
1277,1706
460,1003
222,443
658,1237
980,1703
32,1082
1204,1406
885,1498
490,625
385,1128
989,1054
459,1046
1569,1729
355,1149
154,784
242,1325
1053,1737
34,1120
1024,1302
510,1792
86,632
1222,1890
536,1767
831,1531
115,315
120,1804
215,1025
908,1944
442,1946
624,1556
738,1806
1378,1836
116,1645
1647,1821
1002,1930
342,1338
13,241
548,1066
1423,1551
179,1171
808,1839
829,1789
145,1700
1512,1787
290,1651
1032,1658
1181,1921
655,1887
1060,1978
373,1650
452,661
5,1330
1910,1918
1235,1978
605,763
356,1664
942,1313
37,1299
56,1083
122,1868
357,1923
1069,1212
570,1367
391,1849
144,1837
24,167
744,1261
1024,1107
241,1809
353,824
544,1971
973,1257
1149,1307
131,1793
929,1835
16,150
603,1998
209,1763
624,1254
20,1590
963,1647
583,892
476,1898
520,1305
370,380
482,1751
315,806
459,1490
1216,1237
85,861
1162,1568
917,1145
323,1724
234,1813
184,919
186,1060
387,835
930,1231
517,1899
225,322
182,1133
323,1174
584,1416
676,1715
539,762
1463,1986
215,698
829,1574
197,725
1306,1976
715,1329
1668,1754
418,739
812,1982
1889,1939
1608,1729
291,1563
29,286
57,1748
5,11
89,1710
259,512
615,1899
1359,1767
1105,1973
658,1558
506,1040
1520,1738
468,483
369,1332
600,1973
1253,1628
1200,1229
1078,1399
137,586
257,1735
722,993
404,1593
519,885
1449,1905
791,1526
89,276
125,1108
156,1013
1465,1656
513,1443
1272,1353
862,1716
1074,1742
1562,1694
260,1240
348,930
876,1152
1309,1768
611,1008
500,1809
1222,1624
873,1737
1176,1881
254,1355
477,1976
454,984
1471,1794
722,1830
21,1975
1156,1478
1015,1096
211,1169
818,1204
1619,1621
1390,1837
1142,1283
199,985
1567,1684
1256,1421
195,1512
690,1563
773,839
1060,1216
266,1851
823,1589
1542,1570
739,1397
1120,1780
749,1512
607,1439
1295,1382
972,1116
111,1322
727,1776
1258,1908
1319,1993
156,1526
781,1258
1086,1729
1231,1387
836,1543
214,1966
33,1356
1143,1285
300,1829
79,1350
1505,1540
664,828
917,1018
460,1773
1471,1729
158,264
1144,1943
405,1851
1225,1412
107,593
1227,1739
657,1789
112,815
792,1597
274,1302
1035,1533
982,1212
677,1497
1190,1361
99,197
1330,1684
48,513
1764,1918
1084,1827
838,1505
810,1092
153,766
484,1715
284,852
505,1077
675,1314
223,761
1297,1548
1284,1957
1012,1520
455,943
400,1443
404,1423
160,1285
506,522
365,1895
1094,1406
107,1706
451,532
971,1172
370,853
1349,1635
421,1247
1293,1568
632,1573
1378,1569
1297,1864
144,989
274,1820
924,947
518,1344
925,1943
887,1451
203,1235
1026,1571
106,1050
691,1899
411,1724
143,1208
29,1238
1095,1931
729,1766
803,1748
1031,1816
892,1600
758,1096
1248,1445
1599,1913
536,1556
1138,1686
775,1942
186,314
236,420
76,835
714,1567
225,1013
441,601
584,1920
65,990
256,1872
24,1339
745,1112
806,1741
1919,1949
409,815
557,1935
758,1639
785,1686
1230,1482
1080,1867
424,827
1355,1508
41,1311
1217,1456
676,1509
356,783
445,1878
1324,1975
183,541
1192,1285
59,122
477,1105
881,1552
123,357
1497,1951
391,840
620,1715
915,1002
698,1948
351,886
1055,1858
882,1730
1435,1687
1130,1265
612,1996
1035,1156
288,1635
432,1819
1417,1483
405,971
509,1395
1725,1993
872,1976
10,1575
631,1317
127,791
1403,1772
947,1142
1778,1977
1322,1877
390,1737
790,1860
874,1056
955,1622
28,1713
1215,1607
1098,1901
79,1047
1118,1983
777,1528
355,771
25,1905
262,1998
109,328
123,1620
930,1083
1933,1941
1263,1637
874,1654
607,736
13,292
438,872
1443,1559
1167,1882
438,1037
1371,1448
1457,1939
681,1168
1008,1349
396,901
383,1669
679,1027
164,1321
338,745
522,1309
468,1850
1121,1807
77,1220
654,929
682,748
914,1952
111,1097
859,1849
102,1305
311,464
1087,1415
1186,1813
1403,1804
173,696
640,764
293,1219
1189,1277
1193,1278
272,361
725,801
738,1347
1347,1440
459,1062
1,1316
906,1431
230,1310
529,1022
1310,1373
1441,1594
896,946
885,1103
1496,1784
796,1193
676,1838
1136,1855
361,570
72,347
176,696
1495,1510
849,1039
1071,1957
1497,1672
213,1466
1525,1551
299,684
806,1199
776,1628
504,1441
587,845
239,1371
44,901
1704,1856
1459,1707
876,986
1082,1788
554,1427
1903,1978
1004,1180
300,974
537,861
1065,1794
865,1034
1700,1724
677,1722
195,591
1240,1924
126,1410
1560,1635
580,1072
550,1553
431,1734
283,706
253,1126
338,1066
100,1679
214,364
877,1014
549,566
794,1780
1575,1634
203,864
1056,1231
1751,1849
791,838
789,832
624,1770
456,1590
38,235
533,1825
1412,1791
1029,1805
748,1461
211,225
516,1323
605,1363
1590,1779
1240,1934
236,402
1218,1811
198,230
376,1720
957,1214
1201,1525
164,716
153,831
38,1179
1074,1542
1013,1217
955,1014
575,1326
953,1943
379,990
437,1980
624,1695
925,1718
797,1285
292,1092
24,999
249,599
100,1488
526,1147
772,1468
175,1792
1764,1969
1452,1759
283,638
948,1521
814,1534
914,1644
564,794
612,755
776,1985
1579,1856
972,1712
813,1497
1612,1759
572,1819
839,1831
878,1011
522,1002
169,644
22,853
69,517
492,1171
16,1115
1329,1425
1074,1996
882,1133
637,1948
400,1455
14,1771
1093,1770
669,1748
523,790
1543,1961
504,1544
1250,1353
1620,1740
197,1172
196,1294
610,1711
262,887
767,1046
749,1432
59,993
865,1850
394,511
717,1977
10,1436
254,496
1599,1848
447,1043
809,1318
1003,1564
199,929
468,1585
1614,1919
463,1827
58,1322
130,1931
1221,1505
23,549
1007,1204
1330,1557
639,764
897,914
627,1692
925,1799
119,683
90,1758
731,1444
366,941
82,1160
1522,1947
964,1022
448,1978
627,1201
792,1578
1113,1687
114,776
688,773
1082,1937
436,1620
27,320
292,1007
390,1499
797,874
266,1868
304,1451
1249,1386
933,1051
691,1101
19,1024
1295,1360
298,312
190,1305
344,373
1671,1767
656,1801
1058,1211
451,1983
450,1867
672,830
91,741
301,1458
696,1891
662,1696
584,1596
140,1385
568,692
1067,1701
302,670
74,280
962,1119
39,1861
465,920
626,1948
560,1168
1305,1930
59,1723
660,1816
668,884
884,1106
1350,1675
565,748
690,1961
1403,1664
328,1109
536,1181
909,1501
1211,1386
206,1377
1303,1677
1162,1553
1703,1967
1097,1673
482,1051
434,922
683,837
377,1046
790,1875
804,1782
422,1626
987,1406
1674,1805
663,1018
719,1358
200,682
47,517
280,1612
1585,1806
595,1765
1345,1692
537,882
875,1684
1720,1868
365,1329
293,1712
1383,1393
530,1498
209,1134
605,1980
160,1262
750,1600
1061,1908
247,658
370,1130
1866,1921
244,1358
828,1423
111,746
423,1639
670,1415
414,604
746,1962
547,1473
882,1488
960,1961
339,1448
507,1087
339,1408
134,1953
152,968
265,1829
925,1223
1582,1891
75,1518
920,1609
357,1307
315,1107
1013,1453
636,731
651,1656
449,861
293,1252
94,1880
447,1691
932,1913
798,1454
621,1034
70,955
341,1719
769,1381
490,1340
159,375
1210,1473
144,1078
364,1935
37,947
532,643
19,543
797,1921
1232,1331
1058,1467
1018,1475
1512,1843
676,1908
1321,1562
300,419
806,1651
542,1984
387,1512
1389,1582
6,1029
439,1134
154,746
516,1842
26,1294
1557,1899
6,1604
111,1333
932,1788
112,1859
462,731
864,1451
433,478
282,1204
615,997
1451,1807
338,1792
15,1850
707,1783
884,1848
511,1953
727,1237
551,1793
596,1261
406,951
565,1589
170,343
767,1801
907,1460
1109,1260
369,486
14,1864
210,1525
162,1781
329,1491
349,912
1262,1816
1486,1860
841,1257
380,1961
51,907
361,1610
777,1955
487,552
439,1182
344,1560
1810,1965
450,801
1374,1933
162,195
157,462
743,1782
1265,1685
180,1258
459,707
94,841
276,1467
1417,1892
783,818
188,1928
23,1699
545,1109
35,1282
468,1750
784,1616
44,988
1139,1309
112,1896
914,1396
660,1788
221,1466
83,1352
842,1423
1515,1772
309,1699
1028,1927
805,1395
187,518
523,939
314,1300
243,1875
350,1789
1047,1217
575,1835
1031,1204
672,841
1362,1691
206,1313
104,1181
591,1473
479,693
1279,1555
985,1898
547,877
306,602
909,1954
740,1283
958,1710
827,954
43,1173
793,858
1,1648
96,1882
532,1126
259,564
470,547
730,1888
310,1681
228,872
134,960
1319,1390
1779,1992
684,836
429,1729
1393,1936
44,1338
832,915
460,1495
1015,1691
1150,1976
435,498
727,1263
770,1892
321,1298
310,1638
513,1071
1727,1865
439,1753
631,1379
1786,1872
1226,1987
615,1450
1654,1724
502,910
150,1185
984,1263
1259,1601
20,801
125,475
1028,1978
584,1030
655,945
1632,1688
620,991
81,1047
316,1566
256,736
1216,1828
457,1961
569,846
793,1097
637,804
216,796
630,1651
347,1721
195,290
196,1416
1591,1867
270,1232
601,1462
169,1403
254,922
317,1309
627,1593
290,1965
51,1613
1484,1976
727,1210
1059,1604
366,1080
382,824
97,1230
377,647
461,542
1620,1748
890,1302
740,1777
1292,1629
1238,1533
275,1131
424,1973
489,1451
476,862
514,948
147,1786
194,947
193,1433
1845,1934
505,1969
771,1411
865,1416
74,1743
800,1633
712,1351
290,420
1311,1824
692,1425
1641,1669
1412,1678
464,860
196,1417
619,1531
1135,1470
561,965
1390,1975
75,928
1322,1333
1091,1958
1285,1406
97,218
170,1198
442,708
1020,1622
867,1848
163,1806
1438,1447
94,1244
1598,1881
1419,1528
800,949
1126,1339
249,1626
428,1554
714,1650
415,1228
863,1694
495,1722
1146,1521
622,653
708,1041
412,609
740,1581
823,1655
1649,1765
1141,1294
1659,1671
200,973
74,418
73,1306
96,1764
123,492
837,1370
410,574
520,1929
1195,1627
1409,1594
1497,1644
782,1300
455,1485
1004,1625
255,404
16,637
641,1081
80,1856
88,813
389,608
483,903
897,1589
571,1568
1133,1930
370,1738
356,1121
1735,1991
95,900
391,867
636,1467
390,907
1481,1486
1126,1833
916,1370
741,1785
770,1753
374,512
497,1901
865,1813
836,1279
952,1852
830,1402
296,797
569,647
827,830
1017,1415
403,564
1203,1545
378,1958
164,1626
935,1228
1498,1546
515,1085
341,1681
56,1333
314,1031
860,1841
710,1578
523,1230
693,1634
1094,1826
427,592
992,1761
1077,1388
426,711
215,514
551,949
996,1870
1516,1622
790,1253
1210,1769
581,865
299,1019
1692,1996
515,1540
1443,1580
824,959
512,1918
796,1449
360,1530
333,1058
29,733
48,226
1758,1887
782,1001
192,1223
212,889
165,1285
938,1749
623,1263
2,1094
377,961
379,1713
216,977
194,619
1259,1672
1820,1863
345,1771
157,206
552,1834
999,1320
221,1664
498,730
593,1501
1180,1978
1158,1615
566,1001
1390,1940
161,1493
522,1518
1084,1826
1004,1512
1068,1205
1287,1733
323,1470
1092,1724
496,945
136,785
1042,1427
629,1773
281,349
126,213
1479,1787
1025,1330
377,975
184,983
1853,1864
95,1398
226,829
64,214
1136,1481
1613,1832
654,677
1395,1491
1048,1213
753,1586
716,1326
958,1526
1141,1358
700,1396
319,399
844,866
543,1788
9,519
1482,1729
53,458
521,771
359,436
668,1152
611,1740
735,1792
564,1926
1373,1926
610,1102
1530,1533
866,1899
552,1753
936,957
640,1770
688,1765
90,1608
1129,1272
563,700
156,849
384,1511
43,73
1718,1866
872,1697
1032,1487
587,608
1043,1581
756,1449
930,1666
763,902
274,486
1067,1882
419,1287
886,935
131,772
1311,1655
142,1619
706,1303
258,279
827,838
365,1805
1199,1943
1739,1900
473,1138
539,972
1209,1535
325,494
103,1277
934,1875
107,728
196,219
404,1367
390,1989
263,964
371,1545
323,1128
381,1511
562,1797
305,1794
1088,1495
336,807
1253,1362
307,876
237,1812
597,1120
819,1248
468,1844
527,801
338,589
571,841
295,1689
1845,1982
1062,1430
97,385
1098,1102
138,978
449,1692
616,1580
935,1200
1402,1581
1156,1477
175,1484
22,1858
107,917
634,1369
238,1633
312,1384
251,495
453,918
581,1677
174,290
226,1997
177,1154
238,1830
959,1405
275,1517
16,908
650,714
1153,1264
1170,1667
409,919
849,1270
72,1877
223,562
790,1163
515,1150
580,651
700,1330
453,1631
401,423
135,362
1103,1808
889,1723
524,1582
1077,1159
958,1580
1632,1829
616,1235
95,1530
253,1986
1207,1246
1085,1614
170,916
620,1321
213,690
106,1214
849,987
176,1190
293,333
157,1282
16,480
539,1544
23,1607
680,1364
723,760
899,1765
468,1064
952,1278
1060,1395
1630,1708
500,761
43,501
100,1673
514,958
763,1182
1067,1659
179,655
382,1372
242,360
426,1608
267,1532
1046,1711
617,1267
1020,1569
1566,1713
626,882
425,937
1272,1996
1129,1267
756,1483
1065,1843
427,1728
626,1106
122,521
579,1214
1460,1708
489,609
580,1614
389,985
288,1319
40,1036
579,858
205,217
356,1087
109,1309
1281,1293
99,1763
795,1254
168,259
57,1179
232,1046
298,1851
423,1885
814,1099
632,1299
270,1199
539,837
545,1228
984,1189
314,800
113,719
716,1139
811,958
38,628
370,1881
1067,1814
1173,1687
753,1808
662,900
329,678
561,1958
1410,1709
327,740
301,781
290,1776
1040,1674
26,433
193,1224
549,800
284,367
355,1560
655,1372
581,1820
530,1521
1372,1890
1168,1221
1452,1609
748,1474
94,1872
424,860
640,1159
499,955
1048,1184
1359,1832
1,1081
1841,1887
346,1796
180,1459
1841,1853
542,906
80,1566
985,1534
421,1742
464,1400
138,997
851,1803
813,1202
1035,1168
707,1886
1173,1869
390,515
128,394
593,1735
500,1973
894,1621
108,965
740,767
621,1395
1246,1404
556,1515
982,1341
725,1830
1081,1932
1750,1936
196,381
592,1555
1498,1733
826,965
1102,1244
1455,1630
405,443
455,913
427,1070
296,739
7,650
54,734
350,644
60,1231
191,1004
289,1554
1280,1848
146,989
408,424
1409,1930
278,1413
970,1566
131,1787
387,1032
144,861
960,1515
893,1291
82,317
1811,1882
48,995
1039,1934
320,424
1359,1637
51,1231
828,1329
350,465
496,1083
273,898
577,1259
104,952
1344,1492
398,618
946,1738
615,941
183,1596
466,1585
468,534
833,955
34,1792
533,749
1466,1600
142,401
285,839
815,1594
722,1416
441,1915
666,1698
76,850
171,252
890,1588
451,1292
647,864
1412,1892
108,1142
448,1697
1254,1430
1040,1583
583,641
240,443
240,262
700,1152
1452,1593
1147,1502
900,1632
366,1926
1566,1742
430,881
267,593
783,1613
1022,1141
534,948
1724,1814
627,763
684,1233
1572,1719
90,527
1061,1360
946,1513
163,1653
308,1200
272,1451
209,293
188,916
389,1576
128,1552
1545,1859
850,1492
1381,1493
1025,1758
836,1912
1171,1601
144,959
724,752
245,678
122,556
598,1559
913,1008
152,1235
1033,1903
508,879
1088,1857
383,1740
24,1246
338,444
206,525
111,568
713,1930
635,875
189,960
1191,1820
666,1575
153,401
12,437
1040,1540
1733,1775
778,1019
185,1943
45,505
325,442
782,1523
420,1771
1426,1482
640,888
1144,1714
17,1257
5,1720
601,1730
310,600
1252,1452
838,1171
243,1478
114,887
1151,1227
164,1337
1166,1724
684,760
158,1513
1656,1848
1667,1915
174,1356
682,1448
1168,1567
23,788
368,1513
684,802
564,957
1086,1741
620,1546
1364,1581
902,1736
496,1457
366,1589
915,1487
1008,1322
688,1213
735,1972
1285,1467
1261,1427
668,939
217,270
1367,1850
94,1507
1657,1851
346,427
1043,1804
1089,1567
1403,1979
62,1186
712,1077
1285,1699
1401,1932
75,687
242,569
950,1982
732,1472
93,1344
585,1347
7,104
1054,1157
848,1854
1588,1839
69,278
189,1921
26,1473
540,1950
197,1133
861,1084
369,997
1045,1544
1007,1934
138,691
211,1717
117,759
964,1566
502,838
123,872
612,635
263,1939
301,1553
912,1835
1066,1900
377,409
1384,1987
894,1354
122,886
1610,1790
221,1681
981,1238
208,877
875,1388
781,1884
437,1202
310,1284
796,1018
813,1081
1299,1348
559,1974
744,1173
1256,1628
903,1017
788,989
217,896
398,693
816,1098
145,1807
526,880
1367,1627
376,1340
79,287
531,803
92,702
461,1962
565,1408
268,590
290,379
212,286
407,509
62,683
1140,1909
1109,1754
1741,1931
703,1700
759,816
1252,1559
861,1557
24,1981
27,1004
238,650
363,1855
389,971
777,778
1300,1739
1846,1867
1303,1834
514,1850
1275,1980
370,1029
1256,1720
374,435
131,1283
364,866
1240,1842
118,1465
1353,1420
104,1304
1202,1562
401,1788
632,685
1160,1472
1445,1598
665,1372
517,1343
309,990
69,1295
1263,1376
143,375
494,1372
78,709
311,697
253,1310
933,1628
510,1089
966,1628
45,871
1758,1955
744,1055
931,1508
506,1666
1022,1214
396,1402
256,1907
67,1181
190,684
221,1478
891,1477
351,1442
786,963
1762,1870
1312,1580
842,1628
455,500
747,1538
1181,1290
1547,1608
854,1095
978,1539
1130,1221
128,1520
1499,1750
105,1898
607,1410
690,1805
592,824
94,780
157,1995
864,1366
1053,1548
70,1698
1458,1894
690,1430
896,1874
238,1978
951,1650
261,611
148,1795
1054,1759
981,1926
995,1247
345,572
957,1503
563,1880
26,1511
957,1954
489,1487
225,1731
52,1632
371,494
239,345
598,1150
489,1058
290,298
566,661
614,1645
70,1581
953,1383
1159,1651
741,1354
339,463
244,1873
683,1863
911,1956
1348,1349
618,1586
321,845
425,1614
486,618
322,1259
1574,1798
147,1839
1683,1790
247,346
1443,1630
889,1959
191,1549
600,1270
875,1467
538,674
10,1652
1728,1786
114,1082
235,1242
1118,1273
510,1366
312,313
1121,1204
576,1735
949,1589
947,1824
1215,1941
36,1630
1337,1372
22,276
392,541
498,1234
1691,1845
606,1220
136,506
1254,1942
86,215
214,716
271,1139
1275,1701
77,333
1040,1971
1159,1549
1137,1327
1344,1494
406,444
386,1710
231,1768
500,1596
825,1146
15,557
1035,1710
1664,1790
289,733
788,1917
799,1287
1494,1850
1216,1645
72,805
192,809
225,1835
515,1629
662,887
811,910
338,918
1060,1840
1321,1523
545,1533
666,1880
423,824
419,830
1346,1833
530,1552
505,981
360,423
539,961
131,557
1433,1791
335,423
880,1278
1051,1543
819,1413
68,189
690,1758
1356,1462
1101,1139
744,848
34,1969
20,861
1056,1395
696,1619
390,1988
55,478
169,793
1385,1773
618,760
228,1270
1265,1826
483,1361
534,1611
422,1990
1262,1715
220,1938
21,1542
735,1334
24,1090
747,1520
18,1322
657,1644
1207,1428
575,1096
1269,1277
911,1244
328,1062
482,735
8,1450
545,1626
366,1835
680,1048
69,1040
200,1682
1323,1607
698,1432
1192,1266
170,1161
393,1366
1240,1298
614,1457
685,1619
1235,1304
52,1583
581,1889
307,732
751,884
165,1230
1697,1935
372,730
1430,1954
270,429
1395,1552
458,639
90,795
150,1807
915,1199
1070,1141
379,806
169,1527
1218,1895
653,1991
1650,1848
60,1955
1253,1728
1765,1883
659,1860
117,1517
1275,1545
750,1787
1804,1929
995,1235
1748,1849
1034,1991
88,1911
442,1431
706,1528
751,1972
367,1718
876,1134
118,1742
145,470
1634,1764
1481,1819
272,1373
472,1072
1290,1404
792,1787
230,252
25,815
126,850
42,1651
824,864
861,1725
706,1140
103,1172
254,987
577,1820
288,974
413,640
265,1530
35,74
210,1305
1045,1477
661,1391
166,1234
564,1369
1052,1099
497,1533
1230,1547
485,1477
554,1544
686,1871
255,1149
277,1001
884,1668
843,1875
22,1120
58,1856
1105,1140
30,763
62,220
788,1016
872,884
746,1952
736,1008
254,760
341,513
320,744
977,1748
1238,1255
438,1389
474,941
346,1204
1005,1213
834,1917
1176,1863
59,777
1327,1911
127,480
585,1099
469,1780
128,672
678,1797
38,965
885,1783
381,884
821,1717
272,659
521,1538
250,1523
1068,1283
138,250
766,1618
713,1303
1042,1248
152,794
1357,1692
718,1006
1665,1987
525,1984
680,1567
1229,1295
397,1003
511,829
1413,1450
118,1620
758,842
1230,1666
1372,1423
834,1232
178,959
1307,1412
255,544
1061,1377
424,659
602,1638
846,1928
428,1832
527,1132
979,1270
1350,1377
276,1265
423,1160
146,412
508,1819
176,654
1118,1730
304,1792
822,1351
13,623
278,1469
153,1432
36,756
1324,1580
260,583
1489,1738
31,927
583,611
89,960
713,884
185,463
1305,1407
372,1022
259,372
83,669
246,801
336,1265
112,1402
846,1821
941,1296
178,494
401,1582
155,213
1324,1652
955,1716
43,81
1049,1551
141,1012
343,1015
128,1257
1738,1860
316,978
267,1774
267,952
539,859
716,1732
515,1299
652,756
1392,1983
671,1207
638,662
908,1681
1888,1911
1095,1548
273,1630
1355,1470
539,1894
234,1475
478,742
1081,1785
124,881
72,1335
628,744
574,729
316,1182
154,1505
1799,1879
919,1263
157,851
178,486
870,1497
70,1254
133,491
70,1930
894,1155
1197,1557
202,1568
778,1995
126,1060
112,1200
129,1765
544,1860
764,791
1853,1988
1235,1602
777,1420
587,1689
1284,1312
883,1410
1265,1617
217,1789
340,1741
13,521
61,1144
306,1442
515,661
798,1546
1280,1908
1168,1988
1129,1956
540,1829
127,1869
682,1350
236,391
768,965
807,1616
71,1423
453,765
606,1672
185,1781
172,1185
1257,1911
484,963
29,973
109,301
215,1951
386,1217
352,1870
581,1272
598,1451
87,272
551,1074
1167,1259
1131,1892
127,729
555,1101
124,132
1190,1395
269,566
715,895
535,1830
981,1099
1476,1500
616,1287
1092,1626
955,1677
1179,1512
866,1844
439,774
1303,1442
750,1045
349,673
1232,1827
193,1935
698,1062
2,971
253,337
561,1796
